"","Street.Name","From","To","Block","Ward","Overall","Crack","Patch","Length","Width","Date.R8d","DLO","P","O.L","Flush_Oil","Class","Pvmt"
"3107","Smith St","Erie Blvd","Polk","100","17",6,3,4,411,29,"5/14","1989","",NA,"O","Local","Base and Curbs"
"3108","Smith St","Polk","Northway","200","17",4,2,2,318,29,"5/14","1980","",NA,"O","Local","Base and Curbs"
"3109","Smith St","Northway","Hazelwood","300","17",4,2,2,348,29,"5/14","1980","",NA,"O","Local","Base and Curbs"
"3110","Smith St","Hazelwood","Springfield Rd.","400","17",5,3,3,237,29,"5/14","1980","",NA,"O","Local","Base and Curbs"
"3111","Snell Ter","Phelps","dead end","100","14",4,2,4,267,31,"6/15","1980","",NA,"O","Local","Base and Curbs"
"3112","Solar St","Plum","Division","100","2",8,3,5,788,30,"4/15","1981","",NA,"F","Local","No Base 3 Asphalt"
"3113","Solar St.","Division","Spencer","200","2",6,3,3,471,30,"4/15","2004","1981",NA,"F","Local","No Base 3 Asphalt"
"3114","Solar St.","Spencer","Kirkpatrick","300","2",7,3,5,547,36,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"3115","Solar St.","Kirkpatrick","Bear","400","2",6,3,5,1864,36,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"3116","Solar St.","Bear","Hiawatha","500","2",5,2,3,1552,36,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"3117","Somerset Rd","Broad St","City Line","100","17",5,3,5,627,26,"5/14","2000","",NA,"O","Local","Base and Curbs"
"3118","South Ave","Onondaga","White","100","10",10,5,5,795,42,"4/14","2014","2002",NA,"F","Collector","No Base 3 Asphalt"
"3119","South Ave","White","Tallman","200","10",10,5,5,357,40,"4/14","2014","2002",NA,"F","Collector","No Base 3 Asphalt"
"3120","South Ave","Tallman","Daisy","300","12",10,5,5,348,34,"3/14","2014","2002",NA,"F","Collector","No Base 3 Asphalt"
"3121","South Ave","Daisy","Clover","400","12",10,5,5,348,34,"3/14","2014","2002",NA,"F","Collector","No Base 3 Asphalt"
"3122","South Ave","Clover","Bellevue","500","12",10,5,5,343,34,"3/14","2014","2002",NA,"F","Collector","No Base 3 Asphalt"
"3123","South Ave","Bellevue","Sterling","600","12",10,5,5,630,34,"3/14","2014","2002",NA,"F","Collector","No Base 3 Asphalt"
"3124","South Ave","Sterling","Castle","700","12",4,2,3,501,34,"3/14","2002","",NA,"F","Collector","No Base 3 Asphalt"
"3125","South Ave","Castle","Cortland","800","12",6,3,3,690,34,"3/14","2002","1991",NA,"F","Collector","No Base 3 Asphalt"
"3126","South Ave","Cortland","Kennedy","900","12",6,3,3,243,34,"3/14","2002","1991",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3127","South Ave","Kennedy","Kirk","1000","12",5,3,4,174,34,"3/14","2002","1991",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3128","South Ave","Kirk","E. Bissell","1100","12",5,3,3,676,34,"3/14","2002","1991",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3129","South Ave","E. Bissell","Onondaga Ave.","1200","12",6,3,4,364,34,"3/14","2002","1991",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3130","South Ave","Onondaga Ave.","Rockland Ave.","1300","13",7,4,5,317,40,"6/14","2002","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3131","South Ave","Rockland Ave.","Colvin","1400","13",7,4,5,211,40,"6/14","2002","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3132","South Ave","Colvin","Eastman Ave","1500","13",7,4,4,459,40,"6/14","2002","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3133","South Ave","Eastman Ave","Elmhurst","1600","13",5,3,4,405,40,"6/14","2002","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3134","South Ave","Elmhurst","Marguerite","1700","13",6,3,4,422,40,"6/14","2002","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3135","South Ave","Marguerite","W. Brighton","1800","13",5,3,3,264,40,"6/14","2002","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3136","South Ave","W. Brighton","Valley Dr.","1900","13",5,3,4,581,40,"6/14","2002","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3137","South Ave","Valley Dr.","Fairfield","2000","13",5,3,3,739,30,"6/14","2004","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3138","South Ave","Fairfield","Hutchinson","2100","13",6,3,3,422,30,"6/14","2004","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3139","South Ave","Hutchinson","Lynch","2200","13",6,3,3,475,30,"6/14","2004","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3140","South Ave","Lynch","Armstrong","2300","13",5,2,3,422,30,"6/14","2004","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3141","South Ave","Armstrong","Mitchell","2400","13",5,3,2,1670,30,"6/14","2004","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3142","South Ave","Mitchell","City Line","2600","13",8,4,5,400,30,"6/14","2004","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3143","Spaid St","Westmoreland","Nottingham","100","19",5,2,4,422,25,"3/15","1980","",NA,"O","Local","Base and Curbs"
"3144","Spaulding Ave","S. Salina","dead end","100","14",6,3,3,899,28,"6/15","1991","",NA,"O","Local","Base and Curbs"
"3145","Spencer St","N. State","Clinton","100","2",7,4,5,594,36,"4/14","1989","",NA,"F","Local","No Base 3 Asphalt"
"3146","Spencer St.","Clinton","Solar","200","2",4,3,1,714,36,"4/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"3147","Spencer St.","Solar","Maltbie","300","2",4,2,2,1168,36,"4/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"3148","Spencer St.","Maltbie","Van Rennselaer","400","2",4,2,2,781,36,"4/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"3149","Spencer St.","Van Rennselaer","Hunter","500","2",4,2,2,887,36,"4/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"3150","Spencer St.","Hunter","Geddes","600","2",6,3,3,259,36,"4/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"3151","Spencer St.","Geddes","Giminski","700","2",7,3,4,486,44,"4/14","1990","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3152","Spencer St.","Giminski","Liberty","800","2",7,3,4,375,44,"4/14","1990","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3153","Spencer St.","Liberty","Bear","900","2",7,4,3,348,44,"4/14","1980","1990",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3154","Spencer St.","Bear","Hiawatha","1000","2",8,4,4,1574,34,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3155","Spring La","Pond La.","dead end","100","1",5,2,3,200,20,"4/15","1980","",NA,"O","Local","Base and Curbs"
"3156","Spring St","Butternut","John","100","3",5,3,3,741,28,"4/14","1993","",NA,"O","Local","Base and Curbs"
"3157","Spring St","John","Division","200","3",4,3,4,285,28,"4/14","1993","",NA,"O","Local","Base and Curbs"
"3158","Spring St","Division","Curtis","300","3",4,3,3,474,28,"4/14","1993","",NA,"O","Local","Base and Curbs"
"3159","Spring St","Curtis","Herbert","400","3",7,3,4,269,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"3160","Spring St","Herbert","Pond St.","500","3",7,3,4,280,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"3161","Spring St","Pond St.","Spring La.","700","1",5,2,3,453,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3162","Spring St","Spring La.","Carlisle","800","1",5,2,3,231,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3163","Spring St","Carlisle","Kirkpatrick","900","1",6,3,3,297,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3164","Spring St","Kirkpatrick","Danforth","1000","1",6,3,4,497,27,"4/14","2000","",NA,"F","Local","No Base 3 Asphalt"
"3165","Spring St","Danforth","Court","1100","1",5,2,3,502,27,"4/14","2000","",NA,"F","Local","No Base 3 Asphalt"
"3166","Spring St","Court","Turtle","1200","1",6,4,3,450,36,"4/14","2000","",NA,"F","Local","No Base 3 Asphalt"
"3167","Spring St","Turtle","Bear","1300","1",5,3,2,441,36,"4/14","2000","",NA,"F","Local","No Base 3 Asphalt"
"3168","Spring St","Bear","LeMoyne","1400","1",9,5,5,487,36,"4/15","2010","",NA,"F","Local","No Base 3 Asphalt"
"3169","Spring St","LeMoyne","Wolf","1500","1",8,4,5,455,36,"4/15","2010","",NA,"F","Local","No Base 3 Asphalt"
"3170","Spring St","Wolf","Hiawatha","1600","1",8,4,5,440,36,"4/15","2010","",NA,"F","Local","No Base 3 Asphalt"
"3171","Springbrook Ave","dead end","Florence","100","14",4,2,4,112,24,"6/15","1980","",NA,"O","Local","Base and Curbs"
"3172","Springbrook Ave","Florence","Cordova","200","14",3,2,1,300,24,"6/15","1980","",NA,"O","Local","Base and Curbs"
"3173","Springbrook Ave","Cordova","E. Glen","300","14",6,3,4,299,24,"6/15","2004","",NA,"O","Local","Base and Curbs"
"3174","Springfield Rd","Salt Springs Rd","Fayette Blvd.","100","17",6,3,4,693,35,"6/15","2004","",NA,"O","Minor Arterial","Base and Curbs"
"3175","Springfield Rd","Fayette Blvd.","Mountainview","200","17",7,3,4,917,35,"6/15","2004","",NA,"O","Minor Arterial","Base and Curbs"
"3176","Springfield Rd","Mountainview","City Line","300","17",6,3,5,100,35,"6/15","2004","",NA,"O","Minor Arterial","Base and Curbs"
"3177","St. Anne Dr","Kinne","dead end","100","5",6,2,4,645,NA,"4/14","1980","",NA,"O","Local","Base and Curbs"
"3178","St. Louis Ave","Valley Dr.","Barnes","100","13",5,3,3,943,27,"6/14","2000","",NA,"O","Local","Base and Curbs"
"3179","St. Marks Ave","School St.","Lowell","200","7",5,2,4,415,36,"4/15","2004","",NA,"O","Local","Base and Curbs"
"3180","St. Marks Ave","W. Genesee","School St.","300","7",4,3,4,272,36,"4/15","1980","",NA,"O","Local","Base and Curbs"
"3181","St. Marys Ter","Englert Ave","dead end","100","1",6,3,5,264,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"3182","Stacy Pl","Brooklea Pl.","Academy Pl.","100","13",6,3,4,340,26,"4/15","1980","",NA,"O","Local","Base and Curbs"
"3183","Stadium Pl","Van Buren","Raynor","100","16",3,2,3,606,27,"4/14","1993","",NA,"F","Local","No Base 3 Asphalt"
"3184","Stadium Pl","Raynor","Standart","200","16",4,2,3,339,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3185","Stadium Pl","Standart","Oakland","300","16",4,1,3,321,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3186","Stafford Ave.","James","Northcliffe","100","5",8,4,5,864,29,"4/15","2001","",NA,"O","Local","Base and Curbs"
"3187","Stafford Ave.","Northcliffe","Glencove","200","5",6,3,4,831,29,"4/15","2001","",NA,"O","Local","Base and Curbs"
"3188","Stafford Ave.","Glencove","Sunnycrest","300","5",6,3,4,855,29,"4/15","2001","",NA,"O","Local","Base and Curbs"
"3189","Stafford Ave.","Sunnycrest","Caleb","400","5",7,3,5,1053,29,"4/15","2001","",NA,"O","Local","Base and Curbs"
"3190","Stafford Ave.","Caleb","Burnet","500","5",7,3,5,620,29,"4/15","2001","",NA,"O","Local","Base and Curbs"
"3191","Standart St","Fineview","Stadium Pl.","100","16",6,3,3,739,27,"2/13","1998","",NA,"F","Local","No Base 3 Asphalt"
"3192","Standish Dr","Bradford","Shirley Rd","100","17",5,3,4,876,32,"5/14","1992","",NA,"O","Local","Base and Curbs"
"3193","Standish Dr.","Shirley Rd","Euclid","200","17",5,3,4,1041,32,"5/14","1992","",NA,"O","Local","Base and Curbs"
"3194","Standish Dr.","Euclid","City Line","300","17",5,3,3,700,32,"6/15","1980","",NA,"O","Local","Base and Curbs"
"3195","State Fair Blvd","W. Genesee","Waite","100","2",9,5,5,406,39,"4/15","2005","1997",NA,"F","Collector","No Base 3 Asphalt"
"3196","State Fair Blvd","Waite","Hiawatha","200400","2",8,3,5,1389,39,"4/15","2005","1997",NA,"F","Collector","No Base 3 Asphalt"
"3197","State Fair Blvd","Hiawatha","dead end","500","2",3,2,1,1200,40,"4/14","2002","1997",NA,"F","Local","No Base Full Asphalt"
"3198","State St., N.","Erie Blvd.","James","100","9",6,3,3,687,60,"4/14","2011","1989",NA,"F","Local","No Base 3 Asphalt"
"3199","State St., N.","James","Willow","200","9",8,4,5,378,60,"4/15","1991","",NA,"F","Local","No Base 3 Asphalt"
"3200","State St., N.","Willow","Hickory","300","9",6,3,3,350,60,"4/15","1991","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3201","State St., N.","Hickory","Union Ave.","400","9",5,3,2,417,60,"4/15","1991","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3202","State St., N.","Union Ave.","Laurel","500","9",5,3,2,502,60,"4/14","1991","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3203","State St., N.","Laurel","N. Salina","600","9",4,2,3,327,60,"4/14","2002","1991",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3204","State St., N.","N. Salina","Butternut","700","9",5,4,3,195,60,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3205","State St., N.","Butternut","Ash","800","3",3,2,1,512,35,"4/14","1993","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3206","State St., N.","Ash","Division","900","3",3,2,1,507,35,"4/14","1993","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3207","State St., N.","Division","Catawba","1000","2",8,4,5,1014,35,"4/15","2006","1993",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3208","State St., N.","Catawba","Isabella","1100","2",7,4,4,459,35,"4/15","2006","1993",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3209","State St., N.","Isabella","Kirkpatrick","1200","2",8,4,5,585,35,"4/15","2007","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3210","State St., N.","Kirkpatrick","Sunset","1300","2",8,4,5,183,35,"4/15","2007","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3211","State St., N.","Sunset","Danforth","1400","2",4,3,1,442,35,"4/15","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"3212","State St., N.","Danforth","Lodi","1500","2",7,3,4,248,35,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"3213","State St., S.","Erie Blvd.","Washington","100","15",5,3,3,492,45,"4/14","2003","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3214","State St., S.","Washington","Fayette","200","15",5,2,4,312,45,"4/14","2003","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3215","State St., S.","Fayette","E. Genesee","300","15",5,3,3,185,45,"4/14","2003","1983",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3216","State St., S.","E. Genesee","Jefferson","400","15",5,3,3,382,45,"4/14","2003","1983",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3217","State St., S.","Jefferson","Madison","600","15",5,3,2,535,45,"4/14","1983","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3218","State St., S.","Madison","Harrison","700","15",4,4,1,468,45,"4/14","1983","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3219","State St., S.","Harrison","Adams","800","15",5,3,3,552,45,"4/14","1992","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3220","State St., S.","Adams","New","900","9",5,3,1,1056,45,"4/15","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3221","State St., S.","New","Taylor","1000","9",5,3,1,195,45,"4/15","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3222","State St., S.","Taylor","Burt","1100","18",5,3,2,417,40,"4/15","1987","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3223","State St., S.","Burt","Raynor","1200","18",5,4,2,898,40,"4/15","1987","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3224","State St., S.","Raynor","Castle","1300","18",5,4,1,792,32,"4/15","1987","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"3225","State St., S.","Castle","Kennedy","1400","18",8,4,4,950,32,"4/15","2012","1987",NA,"F","Local","No Base 3 Asphalt"
"3226","State St., S.","Kennedy","Woodland","1500","18",9,5,5,581,32,"9/14","2012","1987",NA,"F","Local","No Base 3 Asphalt"
"3227","State St., S.","Woodland","Borden","1600","18",9,5,5,580,32,"9/14","2012","1987",NA,"F","Local","No Base 3 Asphalt"
"3228","State St., S.","Borden","Beard","1700","19",9,5,5,211,32,"9/14","2012","1987",NA,"F","Local","No Base 3 Asphalt"
"3229","State St., S.","Beard","Elizabeth","1800","19",9,5,5,422,32,"9/14","2012","1987",NA,"F","Local","No Base 3 Asphalt"
"3230","State St., S.","Elizabeth","Colvin","1900","19",9,5,2,264,32,"9/14","2012","1987",NA,"F","Local","No Base 3 Asphalt"
"3231","State St., S.","Colvin","Elk","2000","19",8,5,4,370,30,"5/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"3232","State St., S.","Elk","McKinley","2100","19",9,5,5,265,30,"5/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"3233","State St., S.","McKinley","Amherst","2200","19",9,5,5,370,30,"5/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"3234","State St., S.","Amherst","McAllister","2300","19",8,4,3,315,30,"5/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"3235","State St., S.","McAllister","McLure","2400","19",8,5,4,320,30,"5/14","2009","",NA,"F","Local","No Base 3 Asphalt"
"3236","State St., S.","McLure","E. Brighton","2500","19",7,3,5,580,30,"3/15","2008","",NA,"F","Local","No Base 3 Asphalt"
"3237","Stedman St, Low","LeMoyne","Sixth North","100","1",6,3,3,490,22,"4/14","1983","",NA,"O","Local","Base and Curbs"
"3238","Stedman St, Low","Sixth North","Seventh North","200","1",5,3,3,430,22,"4/14","1983","",NA,"O","Local","Base and Curbs"
"3239","Stedman St, Low","Seventh North","Gilbert","300","1",6,3,4,180,22,"4/14","1983","",NA,"O","Local","Base and Curbs"
"3240","Stedman St, Up","Stedman, Lower","dead end","100","1",4,2,2,528,18,"4/14","1993","",NA,"O","Local","Base and Curbs"
"3241","Sterling Ave","South","Hudson","100","12",7,3,4,293,32,"3/14","2002","1983",NA,"O","Local","Base and Curbs"
"3242","Sterling Ave","Hudson","Rich","200","12",7,3,4,330,32,"3/14","2002","1983",NA,"O","Local","Base and Curbs"
"3243","Sterling Ave","Rich","Palmer","300","12",6,3,2,312,32,"3/14","2002","1983",NA,"O","Local","Base and Curbs"
"3244","Sterling Ave","Palmer","Coolidge","400","12",7,3,5,315,32,"3/14","2002","1983",NA,"O","Local","Base and Curbs"
"3245","Sterling Ave","Coolidge","Onondaga Ave","500","12",8,4,5,295,32,"3/14","2002","1983",NA,"O","Local","Base and Curbs"
"3246","Steuben St","Kirkpatrick","Pond","100","1",8,5,2,1003,24,"4/15","2007","1993",NA,"F","Local","No Base 3 Asphalt"
"3247","Stevens Ave","E. Florence","Cordova","100","14",7,3,5,258,27,"6/15","1995","",NA,"O","Local","Base and Curbs"
"3248","Stevens Ave","Cordova","E. Glen","200","14",6,3,4,295,27,"6/15","1995","",NA,"O","Local","Base and Curbs"
"3249","Stevens Pl","Thurber","dead end","100","19",4,2,3,370,25,"3/15","1980","",NA,"O","Local","Base and Curbs"
"3250","Stinard Ave","Bellevue","Grant","100","11",5,2,3,432,27,"3/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"3251","Stinard Ave","Stolp","Gordon","400","12",5,3,2,375,27,"9/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3252","Stinard Ave.","Gordon","Crossett","500","12",5,3,2,471,27,"9/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3253","Stinard Ave.","Crossett","Twin Hills","600","12",4,3,2,775,27,"9/14","1994","",NA,"F","Local","No Base 3 Asphalt"
"3254","Stinard Ave.","Twin Hills","Arden/Alanson","700","12",5,2,3,1262,21,"3/14","1994","",NA,"O","Local","Base and Curbs"
"3255","Stinard Ave.","Arden/Alanson","Strathmore","800","12",3,2,2,560,30,"3/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3256","Stinard Ave.","Strathmore","Charmouth","800","13",3,2,4,270,27,"6/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3257","Stinard Ave.","Charmouth","Glenwood","800","13",3,2,2,269,27,"6/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3258","Stolp Ave","Summit","Beverly","100","12",8,4,4,462,35,"3/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3259","Stolp Ave","Beverly","Clairmonte","200","12",8,4,4,402,35,"3/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3260","Stolp Ave","Clairmonte","Hubbell","300","11",7,4,3,321,35,"3/15","2002","",NA,"F","Local","No Base 3 Asphalt"
"3261","Stolp Ave","Hubbell","Roberts","400","11",5,3,3,367,35,"3/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"3262","Stolp Ave","Roberts","Stinard","500","11",8,4,5,378,35,"4/14","2006","",NA,"F","Local","No Base 3 Asphalt"
"3263","Stolp Ave","Stinard","Geddes","600","11",8,4,5,378,35,"4/14","2006","",NA,"F","Local","No Base 3 Asphalt"
"3264","Stolp Ave","Geddes","Arthur","700","11",4,2,2,402,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3265","Stolp Ave","Arthur","Duane","800","11",4,2,1,381,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3266","Stolp Ave","Duane","Markland","900","11",4,2,4,343,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3267","Stolp Ave","Markland","Rider","1000","11",4,2,2,243,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3268","Stolp Ave","Rider","Reed","1100","11",6,3,4,282,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"3269","Stolp Ave","Reed","Wolcott","1200","11",6,3,4,354,35,"4/14","1980","",NA,"O","Local","Base and Curbs"
"3270","Stolp Ave","Wolcott","Velasko","1300","11",7,4,4,779,24,"4/14","1980","",NA,"O","Local","Base and Curbs"
"3271","Stolp Ave","Velasko","Overlook","1600","11",6,3,5,386,46,"4/14","1999","",NA,"O","Local","Base and Curbs"
"3272","Stone Ridge Dr","E. Genesee","City Line","100","17",4,2,5,357,24,"5/14","1980","",NA,"O","Local","No Base 3 Asphalt"
"3273","Strand Pl","Park","Mary","100","3",2,1,1,500,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"3274","Stratford St","Comstock","Ostrom","100","16",8,4,5,423,30,"4/14","2005","1993",NA,"F","Local","No Base 3 Asphalt"
"3275","Stratford St","Ostrom","Livingston","200","16",8,4,5,321,30,"4/14","2005","1993",NA,"F","Local","No Base 3 Asphalt"
"3276","Stratford St","Livingston","Sumner","300","16",8,4,4,375,30,"4/14","2005","",NA,"F","Local","No Base 3 Asphalt"
"3277","Stratford St","Sumner","Ackerman","400","16",8,4,5,344,30,"4/14","2005","",NA,"F","Local","No Base 3 Asphalt"
