"","Street.Name","From","To","Block","Ward","Overall","Crack","Patch","Length","Width","Date.R8d","DLO","P","O.L","Flush_Oil","Class","Pvmt"
"1672","Herkimer St","Pharis","Milton","200","7",4,3,3,282,29,"6/1","1980","",NA,"O","Local","Base and Curbs"
"1673","Herkimer St","Milton","Willis","300","7",6,4,2,576,29,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1674","Herkimer St","Willis","Avery","400","7",4,3,2,618,29,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1675","Herkimer St","Avery","Hayden","500","7",6,3,3,258,29,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1676","Herriman St","Grand Ave","Fitch","100","11",8,4,4,372,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1677","Herriman St","Fitch","Hartson","200","11",8,4,4,477,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1678","Herriman St","Hartson","Rowland","300","11",7,4,2,270,28,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1679","Hertford St","Lancaster","Morningside","100","19",8,4,5,528,29,"5/14","2006","",NA,"O","Local","Base and Curbs"
"1680","Herz St.","Berkshire","Briggs","100","3",8,4,5,528,NA,"4/14","2005","",NA,"O","Local","Base and Curbs"
"1681","Hiawatha Blvd E","N. Salina","Park","100","1",3,2,2,540,47,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1682","Hiawatha Blvd E","Park","Carbon","200","1",3,2,1,411,47,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1683","Hiawatha Blvd E","Carbon","Spring","300","1",3,2,1,527,36,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1684","Hiawatha Blvd E","Spring","First North","400","1",4,3,1,512,36,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1685","Hiawatha Blvd E","First North","Second North","500","1",4,3,1,465,36,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1686","Hiawatha Blvd E","Second North","Grant Blvd.","600","1",4,3,1,528,36,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1687","Hiawatha Blvd E","Grant Blvd.","Fourth North","700","1",5,2,3,490,36,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1688","Hiawatha Blvd E","Fourth North","Sixth North","800","1",5,3,3,1000,36,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1689","Hiawatha Blvd E","Sixth North","Seventh North","1000","1",5,3,3,686,36,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1690","Hiawatha Blvd W","N. Salina","Solar","100","2",5,3,3,1650,59,"4/15","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1691","Hiawatha Blvd W","Solar","Van Rennselaer","200","2",5,3,3,1550,59,"4/15","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1692","Hiawatha Blvd W","Van Rennselaer","Pulaski","300","2",8,4,5,808,59,"4/15","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1693","Hiawatha Blvd W","Pulaski","Spencer","400","2",8,4,5,1380,59,"4/15","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1694","Hiawatha Blvd W","Spencer","State Fair Blvd.","500","2",9,5,5,1170,50,"4/15","2013","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1695","Hiawatha Blvd W","State Fair Blvd.","Erie Blvd.","600","2",8,4,5,780,41,"4/15","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1696","Hickock Ave.","James","Northcliffe","100","5",8,4,5,867,24,"4/15","2007","1989",NA,"F","Local","No Base 3 Asphalt"
"1697","Hickock Ave.","Northcliffe","Glencove","200","5",8,4,5,845,24,"4/15","2005","1989",NA,"F","Local","No Base 3 Asphalt"
"1698","Hickock Ave.","Glencove","Sunnycrest","300","5",8,4,5,820,24,"4/15","2006","1989",NA,"F","Local","No Base 3 Asphalt"
"1699","Hickock Ave.","Sunnycrest","Caleb","400","5",7,4,5,1040,24,"4/15","2008","1988",NA,"F","Local","No Base Full Asphalt"
"1700","Hickock Ave.","Caleb","Burnet","500","5",7,3,3,680,24,"4/15","2008","1988",NA,"F","Local","No Base Full Asphalt"
"1701","Hickory St","Pearl","State","200","9",6,3,4,202,27,"4/14","2003","",NA,"F","Local","No Base 3 Asphalt"
"1702","Hickory St.","State","Prospect","300","9",5,3,4,367,27,"4/14","2003","",NA,"F","Local","No Base 3 Asphalt"
"1703","Hickory St.","Prospect","Townsend","400","9",8,4,4,367,27,"4/15","2010","2003",NA,"F","Local","No Base 3 Asphalt"
"1704","Hickory St.","Townsend","McBride","500","9",4,2,2,477,27,"4/14","1980","",NA,"O","Local","No Base 3 Asphalt"
"1705","Hickory St.","McBride","Catherine","600","9",7,3,4,440,27,"4/14","2001","",NA,"O","Local","No Base 3 Asphalt"
"1706","Hickory St.","Catherine","Lodi","700","9",7,4,4,587,27,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"1707","Hier Ave","Park","Carbon","100","4",5,3,3,367,27,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"1708","Hier Ave","Carbon","Knaul","200","4",6,3,3,898,27,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"1709","Hier Ave","Knaul","Schiller Park","300","4",6,3,3,275,27,"4/14","2001","",NA,"F","Local","No Base 3 Asphalt"
"1710","High St","Pond","Craig","100","3",6,3,4,370,29,"4/14","2001","",NA,"O","Local","Base and Curbs"
"1711","Highland Ave.","Highland St.","Graves","100","6",5,3,2,642,33,"4/15","1991","",NA,"F","Local","No Base 3 Asphalt"
"1712","Highland Ave.","Graves","Oak","200","4",3,2,2,675,30,"5/15","1991","",NA,"F","Local","No Base 3 Asphalt"
"1713","Highland Ave.","Oak","Dewitt","300","4",7,3,4,1015,30,"5/15","2006","1985",NA,"F","Local","No Base 3 Asphalt"
"1714","Highland Pl.","Beecher","Douglas","100","6",7,4,5,264,18,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1715","Highland St","James","Willow","100","6",4,2,3,324,32,"4/14","1985","",NA,"F","Local","No Base 3 Asphalt"
"1716","Highland St.","Willow","Highland Av.","200","6",5,3,2,342,27,"4/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"1717","Highland St.","Highland Av.","Douglas","300","6",2,1,1,438,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1718","Highland St.","Douglas","Beecher","400","6",5,3,2,210,27,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1719","Highland St.","Beecher","Graves","500","6",6,4,2,372,27,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1720","Highland St.","Graves","Jasper","600","4",6,3,4,285,27,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1721","Highland St.","Jasper","Park","700","4",6,4,3,342,27,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1722","Highland St.","Park","Carbon","800","4",5,2,4,410,27,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1723","Highland St.","Carbon","Knaul","900","4",3,2,1,915,27,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1724","Highland St.","Knaul","Hartley","1000","4",4,2,2,740,27,"5/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1725","Highland St.","Third","Saile","1200","4",5,3,3,500,27,"5/15","1980","",NA,"O","Local","Base and Curbs"
"1726","Highland St.","Saile","Schiller","1300","4",5,2,3,100,27,"5/15","1980","",NA,"O","Local","Base and Curbs"
"1727","Highland St.","Schiller","Grant Blvd.","1400","4",5,3,3,270,27,"5/15","1980","",NA,"O","Local","Base and Curbs"
"1728","Highridge Dr","Broadview","Highridge Pl","100","11",5,3,5,739,21,"3/15","1980","",NA,"O","Local","Base and Curbs"
"1729","Highridge Dr","Highridge Pl.","Sharon","200","11",5,2,5,408,21,"3/15","1980","",NA,"O","Local","Base and Curbs"
"1730","Highridge Dr","Sharon","dead end","300","11",5,3,5,325,21,"3/15","1990","",NA,"O","Local","Base and Curbs"
"1731","Highridge Pl","Highridge Dr.","dead end","100","11",4,2,4,150,30,"3/15","2002","",NA,"O","Local","Base and Curbs"
"1732","Hillcrest Rd","Janet Dr.","dead end","100","17",5,2,4,464,24,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1733","Hillsboro Pkwy","E. Genesee","Deforest","100","17",6,3,4,843,42,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1734","Hillsboro Pkwy","divided pvmt","Lockwood","600","17",5,2,3,0,42,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1735","Hillsboro Pkwy Ext","Hillsboro Pkwy","E. Genesee","100","4",5,3,4,670,NA,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1736","Hillsboro Pkwy, lower","Deforest","Enfield Pl.","200","17",5,3,4,1613,42,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1737","Hillsboro Pkwy, upper","Deforest","Enfield Pl.","200","17",5,3,3,513,21,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1738","Hillsboro Pkwy,upper","Enfield Pl.","Hadden Rd.","300","17",5,2,4,917,21,"6/15","2003","1999",NA,"O","Local","Base and Curbs"
"1739","Hillsdale Ave.","James","Northcliffe","100","5",4,3,3,895,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1740","Hillsdale Ave.","Northcliffe","Glencove","200","5",5,3,3,816,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1741","Hillsdale Ave.","Glencove","Sunnycrest","300","5",5,3,3,818,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1742","Hillsdale Ave.","Sunnycrest","Caleb","400","5",4,3,1,908,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1743","Hillsdale Ave.","Caleb","Burnet","500","5",4,2,4,586,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1744","Hillside St","Dale","Butternut","100","3",6,3,3,324,27,"4/15","1989","",NA,"O","Local","Base and Curbs"
"1745","Hillside St.","Butternut","Loma","200","3",4,2,2,318,27,"4/15","1993","",NA,"F","Local","No Base 3 Asphalt"
"1746","Hillside St.","Loma","Wadsworth","300","3",8,4,5,600,27,"5/15","2010","",NA,"F","Local","No Base 3 Asphalt"
"1747","Hillside St.","Wadsworth","Harding","400","3",7,3,4,284,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1748","Hillside St.","Harding","Maplehurst","500","3",6,3,5,271,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1749","Hillside St.","Maplehurst","Darlington","600","3",6,3,5,266,27,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1750","Hillside St.","Darlington","city line","700","3",4,3,2,210,22,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1751","Hilltop Rd","Juneway","dead end","100","11",4,4,1,370,24,"3/15","2002","",NA,"O","Local","Base and Curbs"
"1752","Hillview Ave","South","May","100","13",3,2,3,280,27,"6/14","1991","",NA,"F","Local","No Base 3 Asphalt"
"1753","Hillview Ave","May","Craddock","200","13",3,1,3,575,27,"6/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1754","Hillview Ave","Craddock","Summitt","300","13",2,2,2,690,27,"6/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1755","Hilton Rd","S. Salina","Longmeadow","100","14",6,3,4,372,27,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1756","Hilton Rd","Longmeadow","Long Meadow","200","14",6,3,4,327,27,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1757","Hixson Ave.","James","Melrose","100","5",4,2,2,495,27,"4/15","1998","1986",NA,"F","Local","No Base 3 Asphalt"
"1758","Hixson Ave.","Melrose","Eldorado","200","5",10,5,5,260,27,"6/15","2015","1998",NA,"F","Local","No Base 3 Asphalt"
"1759","Hixson Ave.","Eldorado","Mooney","300","5",10,5,5,280,27,"6/15","2015","1998",NA,"F","Local","No Base 3 Asphalt"
"1760","Hixson Ave.","Mooney","Mariposa","400","5",10,5,5,305,27,"6/15","2015","1998",NA,"F","Local","No Base 3 Asphalt"
"1761","Hixson Ave.","Mariposa","Boyden","500","5",10,5,5,285,27,"6/15","2015","1998",NA,"F","Local","Base and Curbs"
"1762","Hixson Ave.","Boyden","Kinne","600","5",6,3,3,520,27,"4/15","1998","",NA,"O","Local","Base and Curbs"
"1763","Hixson Ave.","Kinne","Robinson","700","5",7,4,1,470,27,"4/15","1998","",NA,"O","Local","Base and Curbs"
"1764","Hobart Ave","S. Salina","dead end","100","14",5,2,1,820,22,"5/14","2000","",NA,"O","Local","Base and Curbs"
"1765","Hoefler St","Grand","Hartson","100","11",6,3,3,774,NA,"4/14","1994","",NA,"O","Local","Base and Curbs"
"1766","Hoefler St","Hartson","Rowland","200","11",8,4,4,252,26,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1767","Hoefler St","Rowland","Onondaga","300","11",7,3,4,706,NA,"4/14","1990","",NA,"O","Local","Base and Curbs"
"1768","Hoefler St","Onondaga","Bellevue","400","11",7,3,5,354,NA,"4/14","1990","",NA,"O","Local","Base and Curbs"
"1769","Holden St","Grand","Rowland","100","11",8,4,5,1003,22,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1770","Holland St","Slocum","Congress","100","10",8,4,5,636,25,"4/14","2011","1993",NA,"F","Local","No Base 3 Asphalt"
"1771","Holland St","Congress","Massena","200","10",9,5,5,816,25,"4/14","2011","",NA,"F","Local","No Base 3 Asphalt"
"1772","Holmes St","Goodrich","Arnold","200","19",6,3,3,333,25,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1773","Holmes St","Arnold","Roe","300","19",7,3,5,273,25,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1774","Homecroft Rd","James","Northcliffe","100","5",8,4,5,872,28,"4/15","1993","1983",NA,"O","Local","Base and Curbs"
"1775","Homecroft Rd.","Northcliffe","Glencove","200","5",7,4,5,870,28,"4/15","1997","",NA,"O","Local","Base and Curbs"
"1776","Hood Ave","Butternut","McChesney Pk.","100","3",5,2,3,880,27,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1777","Hood Ave","McChesney Pk.","Kirkpatrick","200","3",5,2,3,1082,27,"4/15","2000","",NA,"F","Local","No Base 3 Asphalt"
"1778","Hood Ave","Kirkpatrick","Court","300","3",5,2,3,260,27,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1779","Hope Ave","W. Colvin","Warner","100","19",7,3,4,807,26,"9/14","1990","",NA,"O","Local","Base and Curbs"
"1780","Hope Ave","Warner","Forest","200","19",7,3,4,384,32,"9/14","1990","",NA,"O","Local","Base and Curbs"
"1781","Hope Ave","Forest","Brighton","300","19",7,3,4,272,29,"9/14","1990","",NA,"O","Local","Base and Curbs"
"1782","Hopper Rd","Seneca Tnpk","Merritt","100200","13",5,3,3,1584,30,"4/15","1990","",NA,"O","Local","Base and Curbs"
"1783","Hopper Rd","Merritt","Chaffee","200","13",6,3,3,557,30,"4/15","1991","",NA,"O","Local","Base and Curbs"
"1784","Hopper Rd","Chaffee","dead end","300","13",5,3,2,170,30,"4/15","1991","",NA,"O","Local","Base and Curbs"
"1785","Houston Ave","Westmoreland","Sunnyside Rd","100200","17",6,3,3,1415,NA,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1786","Houston Ave","Sunnyside Rd","Euclid","300","17",6,3,3,380,NA,"5/14","1980","",NA,"O","Local","Base and Curbs"
"1787","Hovey St","Midland","Huron","100","12",5,3,2,714,20,"3/14","1990","",NA,"O","Local","Base and Curbs"
"1788","Hovey St","Huron","Chester","200","12",6,3,3,387,20,"3/15","1990","",NA,"O","Local","Base and Curbs"
"1789","Hovey St","Chester","South","300","12",5,3,2,362,20,"3/15","1990","",NA,"O","Local","Base and Curbs"
"1790","Howard St","Burnet","Hawley","200","6",7,3,4,385,24,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"1791","Howard St","Hawley","Green","300","6",7,4,3,370,24,"4/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"1792","Howard St","Green","Wayne","400","6",4,2,3,330,24,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1793","Hubbell Ave","Bellevue","Grandview","100","11",2,2,2,561,33,"3/15","1980","",NA,"F","Local","Base and Curbs"
"1794","Hubbell Ave","Grandview","Stolp","200","11",5,2,3,429,33,"3/15","1980","",NA,"O","Local","Base and Curbs"
"1795","Hubbell Ave","Stolp","Gordon","300","12",7,4,4,408,33,"3/14","1980","",NA,"O","Local","Base and Curbs"
"1796","Hubbell Ave","Gordon","Crossett","400","12",7,3,4,456,33,"3/14","1980","",NA,"O","Local","Base and Curbs"
"1797","Hudson St","Tallman","Bellevue","100","12",8,4,4,954,28,"3/14","2005","1983",NA,"F","Local","Base and Curbs"
"1798","Hudson St","Bellevue","Sterling","200","12",6,4,2,588,28,"3/14","2005","1983",NA,"F","Local","No Base 3 Asphalt"
"1799","Hudson St","Sterling","Marginal","300","12",7,4,4,555,28,"3/14","2005","1983",NA,"F","Local","No Base 3 Asphalt"
"1800","Hudson St","W. Castle","Crescent","400","12",9,5,5,582,28,"3/14","1980","",NA,"O","Local","Base and Curbs"
"1801","Hughes Pl N","Colvin","dead end","100","19",6,3,4,528,24,"5/14","1994","",NA,"O","Local","Base and Curbs"
"1802","Hughes Pl S","Colvin","dead end","100","19",6,3,3,1003,24,"5/14","1994","",NA,"O","Local","Base and Curbs"
"1803","Hunt Ave","Onon. Crk. Blvd.","Colvin","100","13",5,3,2,447,22,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1804","Hunt Ave","Colvin","Elmhurst","200","13",5,3,1,834,22,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1805","Hunt Ave","Elmhurst","Marguerite","300","13",6,3,3,345,22,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1806","Hunt Ave","Marguerite","Brighton","400","13",6,3,3,200,22,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1807","Hunt Ave","Brighton","W. Lafayette","500","13",6,3,3,381,22,"6/14","1980","",NA,"O","Local","Base and Curbs"
"1808","Hunter Ave","Spencer","Marquette","100","2",6,3,5,528,29,"4/14","2000","",NA,"O","Local","No Base 3 Asphalt"
"1809","Huntington Rd","Bellevue","Merrill","100","11",6,3,3,432,27,"4/14","2002","",NA,"O","Local","Base and Curbs"
"1810","Huntington Rd","Merrill","Inverness Pl.","200","11",6,3,3,380,27,"4/14","2002","",NA,"O","Local","Base and Curbs"
"1811","Huntley St","Hillside","Wadsworth","100","3",6,3,3,450,25,"4/14","1993","",NA,"O","Local","Base and Curbs"
"1812","Huntley St","Wadsworth","Darlington","200","3",6,3,2,1081,25,"4/14","1980","",NA,"O","Local","Base and Curbs"
"1813","Hurlburt Rd","Genesee","Meadowbrook","100","17",4,2,2,270,27,"5/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1814","Hurlburt Rd.","Meadowbrook","Rockford","200","17",4,2,4,726,27,"6/15","2008","1996",NA,"F","Local","No Base 3 Asphalt"
"1815","Hurlburt Rd.","Rockford","Brookford/Euclid","300","17",4,2,4,850,27,"6/15","2008","1996",NA,"F","Local","No Base 3 Asphalt"
"1816","Huron St","Bellevue","Hovey","100","12",8,4,5,686,28,"5/15","2007","",NA,"F","Local","Base and Curbs"
"1817","Hutchinson Ave","South","Edgewood","100","13",6,3,3,557,28,"6/14","1991","",NA,"O","Local","No Base 3 Asphalt"
"1818","Hutchinson Ave","Edgewood","Fletcher","200","13",6,3,3,293,28,"6/14","1991","",NA,"O","Local","No Base 3 Asphalt"
"1819","Hutchinson Ave","Fletcher","Russell","300","13",6,3,2,352,28,"6/14","1991","",NA,"O","Local","No Base 3 Asphalt"
"1820","Hutchinson Ave","Russell","Clayton","400","13",5,2,5,293,28,"6/14","1991","",NA,"O","Local","No Base 3 Asphalt"
"1821","Ida Ave","Dorwin","city line","100","14",7,4,3,147,23,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1822","Intrepid Lane","Brighton Ave","circle","100","14",7,3,4,788,26,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1823","Inverness Pl","Huntington Rd","city line","100","11",7,3,5,75,27,"4/14","2002","",NA,"O","Local","Base and Curbs"
"1824","Irving Ave","Fayette","Genesee","300","15",7,3,5,568,40,"5/15","2004","",NA,"F","Local","No Base 3 Asphalt"
"1825","Irving Ave","Genesee","Madison","400","15",7,4,5,513,40,"5/15","2004","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1826","Irving Ave","Madison","Harrison","500","15",7,4,5,440,35,"5/15","2004","1993",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1827","Irving Ave","Harrison","Adams","600","15",5,2,2,568,35,"4/14","2002","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1828","Irving Ave","Adams","Waverly","700","16",4,3,1,1192,35,"4/14","2002","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1829","Irving Ave","Waverly","University","700","16",5,3,2,375,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1830","Irving Ave","University","Van Buren","800","16",4,2,2,623,35,"4/14","1980","",NA,"F","Minor Arterial","No Base 3 Asphalt"
"1831","Irving Ave","Van Buren","Raynor","900","16",3,2,2,660,35,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1832","Isabella St.","State","Salina","100","2",8,3,5,377,27,"4/15","2007","",NA,"F","Local","No Base 3 Asphalt"
"1833","Isabella St.","Salina","Lodi","200","2",7,3,4,405,36,"4/14","2000","",NA,"F","Local","No Base 3 Asphalt"
"1834","Ives St.","Erie Blvd. E.","dead end","100","17",4,3,2,100,0,"6/15","1980","",NA,"F","Local","Base and Curbs"
"1835","Jackson St","dead end","McBride","400","9",3,2,1,470,30,"4/15","1980","",NA,"F","Local","No Base 3 Asphalt"
"1836","Jackson St","McBride","Almond","500","9",3,2,2,410,30,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1837","Jackson St","Almond","Renwick","600","15",6,3,3,500,30,"4/14","1980","",NA,"F","Local","No Base 3 Asphalt"
"1838","Jaclyn Dr.","S. Salina","dead end","100","14",7,3,4,736,25,"6/15","1980","",NA,"O","Local","Base and Curbs"
"1839","James St.","N.Salina","N. Warren","100","9",6,3,3,324,54,"4/15","1980","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1840","James St.","N. Warren","Oswego Blvd.","200","9",7,3,5,246,40,"4/15","2000","1990",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1841","James St.","Oswego Blvd.","State","300","9",7,4,4,564,40,"4/15","2004","1987",NA,"F","Principal Arterial","No Base Full Asphalt"
"1842","James St.","State","Townsend","400","9",6,2,4,722,54,"4/15","2004","1990",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1843","James St.","Townsend","McBride","500","9",6,2,4,475,40,"4/15","2004","1988",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1844","James St.","McBride","Catherine","600","6",6,3,3,433,40,"4/15","2004","1983",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1845","James St.","Catherine","Lodi","700","6",6,3,4,855,40,"4/15","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1846","James St.","Lodi","Highland","800","6",7,3,4,543,40,"4/15","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1847","James St.","Highland","Oak","900","6",6,3,4,1316,40,"4/15","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1848","James St.","Oak","Dewitt","1000","4",6,3,4,982,40,"5/15","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1849","James St.","Dewitt","Sedgwick St.","1100","4",6,3,4,309,40,"5/15","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1850","James St.","Sedgwick St.","Sedgwick Dr.","1200","4",6,3,4,624,40,"5/15","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1851","James St.","Sedgwick Dr.","Vine","1300","4",6,3,4,219,40,"5/15","2004","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1852","James St.","Vine","Durston","1400","4",7,3,4,354,40,"5/15","2004","1984",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1853","James St.","Durston","Wilson","1500","4",6,3,4,171,40,"5/15","2004","1984",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1854","James St.","Wilson","Hampton","1600","4",6,3,4,806,40,"5/15","2004","1984",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1855","James St.","Hampton","Teall","1700","4",7,3,5,306,40,"5/15","2004","1984",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1856","James St.","Teall","Rugby","1800","4",7,3,4,798,40,"5/15","2004","1988",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1857","James St.","Rugby","Peck","1900","4",7,4,4,357,40,"5/15","2004","1988",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1858","James St.","Peck","Paul","2000","4",7,4,4,371,40,"5/15","2004","1988",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1859","James St.","Paul","Mildred","2100","4",7,3,4,428,40,"5/15","2004","1988",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1860","James St.","Mildred","Grant Blvd.","2200","4",7,3,4,528,40,"5/15","2004","1988",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1861","James St.","Grant Blvd.","Stafford","2300","4",8,4,5,528,40,"4/14","2013","2001",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1862","James St.","Stafford","Forest Hill","2400","4",8,4,5,381,40,"4/14","2013","2001",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1863","James St.","Forest Hill","Woodbine","2500","5",10,5,5,342,40,"12/13","2013","2001",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1864","James St.","Woodbine","Hillsdale","2600","5",10,5,5,345,40,"12/13","2013","2001",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1865","James St.","Hillsdale","Collingwood","2700","5",10,5,5,347,40,"12/13","2013","2001",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1866","James St.","Collingwood","S. Edwards","2800","5",10,5,5,306,40,"12/13","2013","2001",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1867","James St.","S. Edwards","Midler","2900","5",10,5,5,364,40,"12/13","2013","2001",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1868","James St.","Midler","Nichols","3000","5",10,5,5,317,40,"12/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1869","James St.","Nichols","Homecroft","3100","5",10,5,5,306,40,"12/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1870","James St.","Homecroft","Moseley","3200","5",10,5,5,385,40,"12/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1871","James St.","Moseley","Plymouth","3300","5",10,5,5,317,40,"12/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1872","James St.","Plymouth","Milford Dr. W.","3400","5",10,5,5,306,40,"12/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1873","James St.","Milford Dr. W.","Milford Dr. E.","3500","5",10,5,5,734,43,"12/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1874","James St.","Milford Dr. E.","city line","3600","5",10,5,5,564,45,"12/13","2013","",NA,"F","Principal Arterial","No Base 3 Asphalt"
"1875","Jamesville Ave","dead end","Colvin","100","19",5,3,4,400,18,"5/14","1994","",NA,"O","Local","Base and Curbs"
"1876","Jamesville Ave","Colvin","Hughes Pl. S.","200300","19",8,5,4,1575,18,"5/14","2007","1998",NA,"F","Local","No Base 3 Asphalt"
"1877","Jamesville Ave","Hughes Pl. S.","Vincent","400","19",3,2,2,470,20,"5/14","1998","",NA,"F","Local","No Base 3 Asphalt"
